采样时间,设备名称,卷标,分区1,分区2,分区3,分区4,分区5,分区6,分区7,分区8,分区9,分区10,分区11,纵向趋势,传动侧厚度,操作侧厚度
[2022/7/29 1:26:55],XYR0001,1,100.4547,100.0606,100.2922,99.93953,100.471,100.1031,99.85876,99.01916,99.20133,99.23748,97.49888,99.6488,100.1793,99.45351
[2022/7/29 1:27:09],XYR0001,1,100.2739,100.2976,99.87445,100.1326,100.1289,100.1521,99.26624,99.13453,99.01672,99.37788,97.27662,99.53923,100.1367,99.41511
[2022/7/29 1:27:22],XYR0001,1,100.2264,100.2847,99.94322,100.2623,100.0087,100.4899,99.36759,99.26299,98.93222,99.50906,97.16978,99.58699,100.1295,99.47345
[2022/7/29 1:27:36],XYR0001,1,100.4798,100.1444,100.1697,99.99954,100.2071,99.9253,99.5275,98.97012,99.01984,99.30647,97.8978,99.60432,100.1299,99.39928
[2022/7/29 1:27:50],XYR0001,1,100.3565,100.291,100.0731,100.286,100.1263,100.2118,99.46482,99.18893,98.94196,99.26795,97.7194,99.62979,100.1684,99.40878
[2022/7/29 1:28:05],XYR0001,1,100.3975,100.1193,100.3539,99.98323,100.1963,99.86095,99.49509,98.94028,99.15049,99.18748,97.62507,99.57361,100.1653,99.35963
[2022/7/29 1:28:19],XYR0001,1,100.1193,100.3004,100.0971,100.2251,100.1143,100.3029,99.40401,99.19914,99.00821,99.33842,97.25941,99.57895,100.1767,99.41418
[2022/7/29 1:28:32],XYR0001,1,100.343,100.2327,100.3385,100.0406,100.3897,99.95763,99.47858,98.90359,99.09437,99.25537,97.40537,99.5854,100.2209,99.36842
[2022/7/29 1:28:46],XYR0001,1,100.4085,100.0111,100.3917,99.98016,100.5311,99.98201,99.8483,98.92817,99.23138,99.18144,97.646,99.64908,100.2255,99.40793
[2022/7/29 1:29:00],XYR0001,1,100.3003,100.1939,99.98752,100.1615,99.96861,100.1247,99.20795,99.04163,98.98465,99.31577,97.31976,99.50965,100.1369,99.36414
[2022/7/29 1:29:14],XYR0001,1,100.1452,100.3044,99.90725,100.3745,99.98407,100.4269,99.30388,99.25246,98.94763,99.46381,97.35545,99.58778,100.1403,99.43302
[2022/7/29 1:29:28],XYR0001,1,100.4161,100.1489,100.1575,99.94476,100.1703,100.0634,99.406,98.94189,99.12988,99.22544,97.89823,99.59113,100.1193,99.3852
[2022/7/29 1:29:41],XYR0001,1,100.3249,100.2266,100.207,100.1118,100.1208,100.2216,99.59758,99.10145,99.00934,99.26711,97.78419,99.63384,100.1477,99.41773
[2022/7/29 1:29:55],XYR0001,1,100.384,100.2522,100.1282,100.0919,100.1824,100.151,99.45595,99.03112,99.06563,99.14211,97.59957,99.58945,100.1572,99.3886
[2022/7/29 1:30:09],XYR0001,1,100.4799,100.0859,100.319,100.0481,100.3564,100.0581,99.78981,98.87193,99.19882,99.27744,97.48852,99.634,100.1843,99.41897
[2022/7/29 1:30:24],XYR0001,1,100.2591,100.219,99.93343,100.0543,99.80386,100.1183,99.23266,99.0523,98.98904,99.46131,97.22552,99.48625,100.0753,99.39002
[2022/7/29 1:30:37],XYR0001,1,100.4479,99.99944,100.168,99.95541,100.2154,100.1677,99.72596,98.96323,99.22881,99.27332,97.61318,99.61439,100.0809,99.43909
[2022/7/29 1:30:51],XYR0001,1,100.3198,100.2597,99.97667,100.1011,99.9499,100.1569,99.15839,99.03795,98.96676,99.34335,97.52657,99.52701,100.0755,99.37524
[2022/7/29 1:31:05],XYR0001,1,100.0966,100.2303,99.89944,100.3589,99.91277,100.3629,99.28613,99.20329,98.91405,99.5035,97.55441,99.57476,100.0904,99.42248
[2022/7/29 1:31:19],XYR0001,1,100.491,100.0781,100.1458,99.95714,100.1024,100.0369,99.43274,98.77675,99.01856,99.25543,97.94224,99.56701,100.0787,99.35144
[2022/7/29 1:31:33],XYR0001,1,100.3212,100.2296,100.0826,100.219,100.0688,100.2815,99.55862,99.05845,99.01126,99.24047,97.8123,99.62579,100.1215,99.39861
[2022/7/29 1:31:47],XYR0001,1,100.3419,100.0994,100.0891,100.1185,100.2648,100.1282,99.45843,98.96546,99.09201,99.24085,97.78065,99.59812,100.1343,99.38564
[2022/7/29 1:32:00],XYR0001,1,100.4797,100.0374,100.2925,99.96959,100.4327,99.95861,99.67036,98.82817,99.21412,99.23502,97.55358,99.60651,100.1636,99.38301
[2022/7/29 1:32:14],XYR0001,1,100.2617,100.2286,99.99282,100.2459,100.0208,100.0149,99.22307,98.91215,98.78192,99.40106,96.90986,99.45389,100.1386,99.31318
[2022/7/29 1:32:28],XYR0001,1,100.1325,100.2794,99.80714,100.3698,99.97095,100.3794,99.19994,99.12947,98.80563,99.461,97.09394,99.51174,100.1196,99.36232
[2022/7/29 1:32:43],XYR0001,1,100.3475,100.0763,100.1754,99.92409,100.1617,99.94188,99.35876,98.8206,99.05627,99.20325,97.47513,99.50372,100.0984,99.31062
[2022/7/29 1:32:57],XYR0001,1,100.3797,100.0874,100.0381,100.199,100.0626,100.2146,99.44913,99.06803,98.98267,99.36229,97.35721,99.56371,100.0974,99.37346
[2022/7/29 1:33:10],XYR0001,1,100.4851,99.9715,100.1277,99.89982,100.104,99.8419,99.51203,98.85299,98.93941,99.28437,97.96754,99.54421,100.0544,99.32108
[2022/7/29 1:33:24],XYR0001,1,100.3082,100.1896,100.0937,100.0734,99.92737,100.1667,99.57238,99.16634,98.91508,99.32287,97.91879,99.60493,100.0644,99.38564
[2022/7/29 1:33:38],XYR0001,1,100.3642,100.2505,100.0817,100.1094,100.1245,100.1785,99.41607,98.90984,98.99776,99.1571,97.78773,99.57976,100.1107,99.35337
[2022/7/29 1:33:52],XYR0001,1,100.4841,100.1266,100.2852,99.99424,100.3068,99.94842,99.7299,98.86604,99.1146,99.20087,97.63215,99.60809,100.1512,99.36452
[2022/7/29 1:34:05],XYR0001,1,100.1521,100.3117,100.0331,100.1244,100.0017,100.0364,99.35787,98.98755,98.76408,99.34502,96.97101,99.46227,100.1311,99.32473
[2022/7/29 1:34:19],XYR0001,1,100.0758,100.308,99.76711,100.2713,100.1168,100.3612,99.2835,99.23782,98.7764,99.34783,96.85081,99.4906,100.1219,99.3707
[2022/7/29 1:34:33],XYR0001,1,100.3983,99.98777,100.0757,100.0396,100.2851,99.97885,99.43348,98.8593,99.01164,99.2392,97.29599,99.50953,100.107,99.33098
[2022/7/29 1:34:47],XYR0001,1,100.4417,99.91335,100.2624,99.94906,100.4362,99.98886,99.73062,98.92027,99.10259,99.11805,97.56542,99.5844,100.1269,99.35564
[2022/7/29 1:35:02],XYR0001,1,100.3616,100.1604,99.89517,99.98054,100.1932,100.0646,99.27266,99.02126,99.00517,99.16296,97.44105,99.50533,100.0852,99.32545
[2022/7/29 1:35:15],XYR0001,1,100.3137,100.1988,100.0288,100.1812,100.1607,100.1794,99.48914,99.10632,98.9755,99.10372,97.55152,99.57172,100.1195,99.35268
[2022/7/29 1:35:29],XYR0001,1,100.2888,100.3037,99.89233,100.0856,100.1319,100.1989,99.29215,99.02811,99.02553,99.07314,97.48612,99.52784,100.1098,99.33522
[2022/7/29 1:35:43],XYR0001,1,100.4527,100.1437,100.1111,99.93588,100.352,99.98844,99.64879,98.89739,99.11573,99.14239,97.36141,99.55905,100.1253,99.34922
[2022/7/29 1:35:57],XYR0001,1,100.1654,100.2135,99.86274,100.03,99.98511,100.0307,99.4025,99.0094,98.83787,99.20612,96.78185,99.41138,100.0638,99.31808
[2022/7/29 1:36:11],XYR0001,1,99.9802,100.2509,99.89524,100.2417,100.0116,100.338,99.2797,99.19655,98.8567,99.32066,96.84086,99.47385,100.0855,99.36623
[2022/7/29 1:36:24],XYR0001,1,100.3658,100.0888,100.0993,100.0792,100.2206,99.83636,99.40783,98.82064,98.9625,99.17783,97.2597,99.48351,100.1074,99.29111
[2022/7/29 1:36:38],XYR0001,1,100.4634,99.88753,100.2166,99.94982,100.4375,99.89456,99.72861,98.84191,99.04739,99.06574,97.58049,99.55579,100.1167,99.30583
[2022/7/29 1:36:52],XYR0001,1,100.2578,100.2142,99.98661,100.0716,100.1078,100.0554,99.06462,98.97391,98.79646,99.11764,97.44977,99.46326,100.1037,99.24329
[2022/7/29 1:37:06],XYR0001,1,100.3037,100.0951,99.92612,100.0355,100.0674,100.1636,99.32956,99.06622,98.96904,99.24796,97.41423,99.51077,100.0601,99.31049
[2022/7/29 1:37:21],XYR0001,1,100.2752,100.2482,99.95255,100.1153,99.84821,100.0306,99.16432,99.06062,98.88118,99.32774,97.84658,99.52276,100.0487,99.29993
[2022/7/29 1:37:34],XYR0001,1,100.4,100.0754,100.2279,99.92705,100.2269,99.95753,99.58553,98.81621,99.12285,99.30871,97.55805,99.56419,100.088,99.33487
[2022/7/29 1:37:48],XYR0001,1,100.1864,100.1752,99.94626,99.90923,99.91363,99.94394,99.25056,98.94582,98.81103,99.32627,97.02051,99.40263,100.0269,99.28726
[2022/7/29 1:38:02],XYR0001,1,100.0929,100.2415,99.92981,100.2131,99.94072,100.1945,99.14981,99.13174,98.77286,99.39215,96.85966,99.44715,100.0595,99.31184
[2022/7/29 1:38:16],XYR0001,1,100.3803,100.0364,100.1386,99.96025,100.1919,99.90193,99.30544,98.75192,98.84866,99.23336,97.21345,99.4511,100.0729,99.24969
[2022/7/29 1:38:30],XYR0001,1,100.4571,99.97395,100.2631,99.8314,100.3862,99.94608,99.70378,98.78244,99.08857,99.15961,97.47124,99.55122,100.0974,99.30154
[2022/7/29 1:38:43],XYR0001,1,100.1941,100.1958,100.1049,100.0205,100.0585,100.0113,99.10754,98.92172,98.81136,99.35272,97.23122,99.45541,100.0959,99.26517
[2022/7/29 1:38:57],XYR0001,1,100.1763,100.0242,100.0222,100.175,99.93423,100.3039,99.22144,99.14698,98.87988,99.43115,97.21989,99.5032,100.0617,99.34406
[2022/7/29 1:39:11],XYR0001,1,100.4101,99.92191,100.1584,99.90149,100.0695,99.80267,99.32769,98.88746,98.94198,99.17915,97.92073,99.50191,100.0324,99.27431
[2022/7/29 1:39:25],XYR0001,1,100.2568,100.0725,100.0622,100.1522,99.94668,100.1096,99.41886,99.12308,98.93691,99.18272,97.81185,99.55213,100.048,99.32226
[2022/7/29 1:39:40],XYR0001,1,100.2968,100.064,100.1697,99.91397,100.1835,99.85529,99.37545,98.72935,99.08824,99.14119,97.8559,99.51577,100.0689,99.27164
[2022/7/29 1:39:53],XYR0001,1,100.1107,100.1522,100.1079,100.2646,100.1352,100.2233,99.2976,99.08655,98.87714,99.31168,97.20678,99.52487,100.1265,99.32421
[2022/7/29 1:40:07],XYR0001,1,100.3618,100.0953,100.2135,99.9812,100.3148,99.87616,99.45255,98.7873,99.05495,99.21183,97.27898,99.51165,100.1413,99.29562
[2022/7/29 1:40:21],XYR0001,1,100.4428,100.004,100.3614,99.91492,100.466,100.0157,99.72752,98.73824,99.08013,99.24469,97.438,99.58485,100.1685,99.33501
[2022/7/29 1:40:35],XYR0001,1,100.258,100.3047,99.99717,100.1453,100.0891,100.1033,99.16454,98.87862,98.85992,99.16977,97.18043,99.46826,100.1478,99.27515
[2022/7/29 1:40:49],XYR0001,1,100.1984,100.1503,99.98455,100.2888,99.94437,100.3105,99.18437,99.01025,98.79447,99.19964,97.04157,99.4643,100.1143,99.28997
[2022/7/29 1:41:02],XYR0001,1,100.1011,99.78371,100.0827,100.0158,100.2062,99.86501,99.38185,98.77442,99.01006,99.12309,97.68781,99.45743,100.059,99.25452
[2022/7/29 1:41:16],XYR0001,1,100.1178,100.0333,100.0104,100.1841,100.0287,100.1723,99.38886,99.02923,98.88411,99.13504,97.69173,99.51597,100.0621,99.29495
[2022/7/29 1:41:30],XYR0001,1,100.2258,99.97005,100.0693,100.0339,100.1211,100.011,99.36617,98.85652,98.93054,98.9037,97.74892,99.47608,100.054,99.24613
[2022/7/29 1:41:44],XYR0001,1,100.5393,100.1232,100.3428,99.92881,100.3467,99.86932,99.63776,98.74911,99.08881,98.97604,97.71168,99.57395,100.1328,99.25697
[2022/7/29 1:41:58],XYR0001,1,100.4053,100.3422,100.1161,100.1152,99.93317,100.0043,99.11922,98.92095,98.77129,99.19734,96.96036,99.44412,100.1291,99.22437
[2022/7/29 1:42:12],XYR0001,1,100.4723,100.0777,100.3349,99.91115,100.2917,100.0212,99.63631,98.8761,98.90136,99.14276,97.37028,99.54871,100.144,99.27908
[2022/7/29 1:42:26],XYR0001,1,100.2888,100.2987,100.1374,100.1296,100.0933,100.0541,99.0862,98.89431,98.67242,99.10604,97.20137,99.45112,100.1564,99.2092
[2022/7/29 1:42:40],XYR0001,1,100.2326,100.3206,99.83844,100.3153,99.96816,100.303,99.14043,99.06884,98.7618,99.18723,97.23299,99.48811,100.129,99.25903
[2022/7/29 1:42:54],XYR0001,1,100.4616,100.1153,100.18,99.99712,100.1509,99.82846,99.26987,98.78577,98.87804,99.06511,97.7478,99.49817,100.1181,99.20288
[2022/7/29 1:43:08],XYR0001,1,100.3384,100.193,99.98284,100.2,100.129,100.1247,99.34782,99.01894,98.83555,99.01889,97.8543,99.54941,100.1229,99.24267
[2022/7/29 1:43:21],XYR0001,1,100.3534,100.1221,99.99369,99.94287,100.1673,99.96783,99.27507,98.87083,98.92707,98.84585,97.57026,99.45784,100.0831,99.20347
[2022/7/29 1:43:35],XYR0001,1,100.5047,100.0733,100.2993,99.71889,100.2703,99.76,99.61461,98.85633,99.05299,98.93378,97.4987,99.50754,100.0875,99.22751
[2022/7/29 1:43:49],XYR0001,1,100.2551,100.217,99.78632,99.87675,99.99875,99.90862,99.26254,98.89076,98.67557,99.13763,96.72081,99.33907,100.0168,99.19602
[2022/7/29 1:44:03],XYR0001,1,100.049,100.3227,99.64875,100.1771,99.95745,100.237,99.14175,99.08288,98.71664,99.26401,96.77615,99.39758,100.0226,99.25148
[2022/7/29 1:44:18],XYR0001,1,100.4515,100.1243,100.0724,99.82764,100.1412,99.80022,99.31687,98.77164,98.89991,99.06699,97.18151,99.4231,100.0339,99.20327
[2022/7/29 1:44:32],XYR0001,1,100.4486,99.96931,100.1768,99.72527,100.1853,99.81757,99.52901,98.8298,98.94955,99.07276,97.3515,99.45959,100.0221,99.22515
[2022/7/29 1:44:45],XYR0001,1,100.3284,100.0495,100.0406,99.85868,99.97311,99.76623,99.29285,98.92129,98.68215,99.03838,97.1909,99.37656,99.99711,99.17417
[2022/7/29 1:44:59],XYR0001,1,100.2853,100.2344,99.95255,100.1697,99.98226,100.1162,99.17979,99.1278,98.64724,99.13253,97.24448,99.46111,100.0497,99.2141
[2022/7/29 1:45:13],XYR0001,1,100.4276,100.0245,100.0854,99.91985,100.1187,99.88673,99.28254,98.70313,98.82516,99.00855,97.46069,99.43116,100.0421,99.17037
[2022/7/29 1:45:27],XYR0001,1,100.5088,99.9553,100.2629,99.7685,100.3325,99.78223,99.62079,98.66428,98.9358,99.00669,97.30302,99.46734,100.0647,99.18932
[2022/7/29 1:45:41],XYR0001,1,100.2347,100.2347,99.96962,99.92407,99.98734,99.92425,99.10172,98.81848,98.67352,99.09077,96.99878,99.35981,100.0432,99.14877
[2022/7/29 1:45:54],XYR0001,1,100.0183,100.2766,99.76723,100.2025,99.89169,100.2507,99.18653,98.99086,98.72189,99.15629,96.96135,99.40219,100.038,99.21626
[2022/7/29 1:46:08],XYR0001,1,100.3764,100.016,100.1689,99.83106,100.0344,99.83751,99.26175,98.66827,98.8644,99.03368,97.45984,99.41384,100.0228,99.16638
[2022/7/29 1:46:22],XYR0001,1,100.2389,100.1237,99.99064,100.0014,99.917,100.0703,99.40185,98.91296,98.83574,98.93578,97.44135,99.44268,100.014,99.20535
[2022/7/29 1:46:37],XYR0001,1,100.2304,100.0726,100.1729,99.84029,100.0968,99.85974,99.37464,98.60583,98.95691,98.85143,97.3699,99.40285,100.033,99.15997
[2022/7/29 1:46:51],XYR0001,1,100.1774,100.1911,99.98392,100.163,99.9351,100.0828,99.20354,98.93478,98.7674,99.02657,97.00269,99.4062,100.0542,99.1858
[2022/7/29 1:47:04],XYR0001,1,100.3754,100.0172,100.1276,99.92105,100.1354,99.83819,99.28011,98.63642,98.8501,98.93582,97.22482,99.39473,100.0518,99.1392
[2022/7/29 1:47:18],XYR0001,1,100.4504,99.96759,100.2648,99.81638,100.244,99.79482,99.5875,98.63103,99.02419,99.00674,97.20709,99.45403,100.0646,99.18099
[2022/7/29 1:47:32],XYR0001,1,100.3057,100.2324,99.91003,99.99643,99.88953,99.91907,98.99968,98.81814,98.64324,99.15701,96.73417,99.32776,100.0301,99.13686
[2022/7/29 1:47:46],XYR0001,1,100.058,100.2123,99.76876,100.2297,99.85159,100.2212,99.04764,99.07298,98.64941,99.22375,96.78536,99.37461,100.0214,99.20054
[2022/7/29 1:48:00],XYR0001,1,100.4296,99.98939,100.1536,99.91761,99.99888,99.79878,99.23124,98.61781,98.83269,99.03353,97.15389,99.37791,100.0175,99.14191
[2022/7/29 1:48:13],XYR0001,1,100.2435,100.0269,100.0988,100.0276,100.0665,100.0695,99.40856,98.85677,98.83677,98.96915,97.30849,99.44659,100.04,99.19364
[2022/7/29 1:48:27],XYR0001,1,100.2855,100.135,100.0587,99.93724,99.93043,100.0237,99.20461,98.78979,98.84145,98.88807,97.57787,99.42476,100.0252,99.16718
[2022/7/29 1:48:41],XYR0001,1,100.4194,100.007,100.2814,99.76124,100.1471,99.84989,99.45715,98.68848,98.98468,98.96371,97.35506,99.44683,100.0396,99.18014
[2022/7/29 1:48:56],XYR0001,1,100.2289,100.2273,100.0017,99.99889,99.84861,99.90749,98.90098,98.84618,98.66071,99.15388,97.49264,99.38794,100.0273,99.12836
[2022/7/29 1:49:09],XYR0001,1,100.4129,100.0376,100.2467,99.79643,100.1615,99.78174,99.36764,98.62652,98.85896,99.04091,97.25178,99.4166,100.0473,99.13244
[2022/7/29 1:49:23],XYR0001,1,100.1511,100.2217,99.95103,99.95931,99.8018,99.90722,98.93391,98.74543,98.61531,99.13351,96.97056,99.30826,100.009,99.09322
[2022/7/29 1:49:37],XYR0001,1,99.96833,100.1829,99.76684,100.1883,99.77704,100.1737,98.98277,98.96421,98.62784,99.2186,96.74379,99.32675,99.99084,99.15334
[2022/7/29 1:49:51],XYR0001,1,100.3059,99.96478,100.0634,99.88243,100.0213,99.78149,99.15437,98.53714,98.73696,99.05499,97.08158,99.32585,99.98612,99.09313
[2022/7/29 1:50:05],XYR0001,1,100.2019,100.0735,99.99489,99.92254,99.97722,99.98402,99.34695,98.77961,98.81529,98.96305,97.29642,99.39595,99.98967,99.14392
[2022/7/29 1:50:18],XYR0001,1,100.2882,100.191,100.0176,99.86064,99.96828,99.97732,99.20261,98.72398,98.84561,98.88091,97.16138,99.37434,100.0015,99.13322
[2022/7/29 1:50:32],XYR0001,1,100.478,99.9389,100.1879,99.72913,100.1945,99.86763,99.4831,98.79543,98.97279,98.99813,97.06803,99.42849,100.0082,99.18734
[2022/7/29 1:50:46],XYR0001,1,100.1944,100.1621,99.87127,99.91764,99.86686,99.9623,99.10299,98.82978,98.707,99.07107,96.2925,99.27072,99.97594,99.15572
[2022/7/29 1:51:00],XYR0001,1,99.96471,100.3308,99.70572,100.1968,99.87235,100.1441,99.06249,99.01864,98.66135,99.16283,96.39562,99.31958,100.0062,99.18821
[2022/7/29 1:51:15],XYR0001,1,100.3604,100.0625,100.0557,99.88097,100.0499,99.72752,99.20965,98.7347,98.7901,98.937,96.83241,99.331,100.0099,99.12316
[2022/7/29 1:51:28],XYR0001,1,100.0279,100.226,99.71828,100.1439,100.1017,100.1343,99.17222,98.92105,98.61877,99.04457,96.77444,99.353,100.0324,99.15617
[2022/7/29 1:51:42],XYR0001,1,100.4263,99.97138,100.1069,99.85226,100.1734,99.73162,99.23829,98.5463,98.71134,98.88229,97.05626,99.33603,100.0286,99.07565
[2022/7/29 1:51:56],XYR0001,1,100.3951,100.0086,99.976,99.95834,100.1097,99.96621,99.33102,98.74629,98.80105,98.84293,97.36823,99.4094,100.0193,99.11275
[2022/7/29 1:52:10],XYR0001,1,100.2149,100.1639,99.85735,99.92981,99.99417,99.91612,99.00163,98.83142,98.84988,98.84653,97.22966,99.34868,99.99951,99.09857
[2022/7/29 1:52:24],XYR0001,1,100.3829,99.99466,100.0466,99.73521,100.1883,99.87605,99.39412,98.74278,98.96243,98.95597,97.17577,99.40498,99.99451,99.15118
[2022/7/29 1:52:38],XYR0001,1,100.0019,100.1506,99.8307,99.90346,99.89458,99.88882,99.17529,98.85973,98.69759,99.00198,96.60338,99.27346,99.96471,99.13528
[2022/7/29 1:52:51],XYR0001,1,99.81278,100.2603,99.71058,100.098,99.87379,100.1796,99.0973,99.0697,98.56596,99.086,96.26168,99.27415,99.97728,99.17395
[2022/7/29 1:53:05],XYR0001,1,100.2558,99.98006,100.028,99.83482,100.1346,99.5638,99.11104,98.63537,98.7064,98.84258,96.53328,99.23872,99.98755,99.05268
[2022/7/29 1:53:19],XYR0001,1,100.4132,99.89394,100.1767,99.87733,100.2688,99.67029,99.43538,98.71075,98.85711,98.825,96.89281,99.36557,100.0275,99.08089
[2022/7/29 1:53:34],XYR0001,1,100.3365,100.1768,99.83018,99.90121,100.0809,99.81413,99.1004,98.78277,98.73021,98.82961,96.71101,99.29944,100.0094,99.06321
[2022/7/29 1:53:47],XYR0001,1,100.2439,100.0908,99.80179,100.0095,100.046,100.0058,99.31683,98.90752,98.71258,98.79513,97.11932,99.3681,99.99595,99.11382
[2022/7/29 1:54:01],XYR0001,1,100.2503,100.1374,99.75361,99.92812,99.95598,99.9943,99.13469,98.82088,98.7654,98.77036,97.10472,99.32871,99.96465,99.10381
